Row ID	Order ID	Order Date	Ship Date	Ship Mode	Customer ID	Customer Name	Segment	Country/Region	City	State	Postal Code	Region	Product ID	Category	Sub-Category	Product Name	Sales	Quantity	Discount	Profit	Cost Price (NOT unit price)
9668	CA-2019-126270	4/23/2019	4/27/2019	Standard Class	AF-10870	Art Ferguson	Consumer	United States	San Clemente	California	92672	West	OFF-BI-10002764	Office Supplies	Binders	Recycled Pressboard Report Cover with Reinforced Top Hinge	18.088	7	0.2	6.5569	11.5311
9669	CA-2019-126270	4/23/2019	4/27/2019	Standard Class	AF-10870	Art Ferguson	Consumer	United States	San Clemente	California	92672	West	OFF-EN-10004386	Office Supplies	Envelopes	"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13"	71.97	3	0	35.985	35.985
9670	CA-2020-145275	4/2/2020	4/6/2020	Standard Class	AH-10465	Amy Hunt	Consumer	United States	Decatur	Alabama	35601	South	OFF-LA-10001569	Office Supplies	Labels	Avery 499	14.94	3	0	6.8724	8.0676
9671	CA-2018-133396	8/13/2018	8/15/2018	First Class	GK-14620	Grace Kelly	Corporate	United States	Greensboro	North Carolina	27405	South	OFF-AR-10001446	Office Supplies	Art	Newell 309	64.68	7	0.2	8.085	56.595
9672	US-2020-140312	11/13/2020	11/19/2020	Standard Class	KL-16645	Ken Lonsdale	Consumer	United States	Dublin	California	94568	West	TEC-PH-10003442	Technology	Phones	Samsung Replacement EH64AVFWE Premium Headset	22	5	0.2	1.375	20.625
9673	CA-2019-114867	12/23/2019	12/28/2019	Standard Class	FM-14290	Frank Merwin	Home Office	United States	Philadelphia	Pennsylvania	19143	East	OFF-PA-10000477	Office Supplies	Paper	Xerox 1952	7.968	2	0.2	2.6892	5.2788
9674	CA-2019-114867	12/23/2019	12/28/2019	Standard Class	FM-14290	Frank Merwin	Home Office	United States	Philadelphia	Pennsylvania	19143	East	TEC-PH-10002645	Technology	Phones	LG G2	1499.97	5	0.4	-374.9925	1874.9625
9675	US-2017-164644	7/22/2017	7/24/2017	Second Class	JL-15850	John Lucas	Consumer	United States	Houston	Texas	77095	Central	OFF-ST-10003123	Office Supplies	Storage	Fellowes Bases and Tops For Staxonsteel/High-Stak Systems	26.632	1	0.2	1.3316	25.3004
9676	CA-2019-137393	5/6/2019	5/10/2019	Standard Class	GM-14500	Gene McClure	Consumer	United States	Bakersfield	California	93309	West	FUR-FU-10001617	Furniture	Furnishings	"Executive Impressions 8-1/2"" Career Panel/Partition Cubicle Clock"	41.6	4	0	14.144	27.456
9677	US-2017-120175	11/28/2017	12/3/2017	Standard Class	MC-17635	Matthew Clasen	Corporate	United States	Richmond	Indiana	47374	Central	OFF-EN-10003862	Office Supplies	Envelopes	Laser & Ink Jet Business Envelopes	64.02	6	0	29.4492	34.5708
9678	CA-2019-144785	4/18/2019	4/23/2019	Standard Class	CS-12490	Cindy Schnelling	Corporate	United States	New York City	New York	10009	East	OFF-AR-10001573	Office Supplies	Art	American Pencil	6.99	3	0	2.0271	4.9629
9679	CA-2019-144785	4/18/2019	4/23/2019	Standard Class	CS-12490	Cindy Schnelling	Corporate	United States	New York City	New York	10009	East	OFF-SU-10004290	Office Supplies	Supplies	"Acme Design Line 8"" Stainless Steel Bent Scissors w/Champagne Handles, 3-1/8"" Cut"	6.84	1	0	1.8468	4.9932
9680	CA-2018-130113	12/27/2018	12/31/2018	Standard Class	AH-10030	Aaron Hawkins	Corporate	United States	San Francisco	California	94122	West	OFF-ST-10000046	Office Supplies	Storage	Fellowes Super Stor/Drawer Files	323.1	2	0	61.389	261.711
9681	CA-2018-130113	12/27/2018	12/31/2018	Standard Class	AH-10030	Aaron Hawkins	Corporate	United States	San Francisco	California	94122	West	TEC-PH-10003505	Technology	Phones	Geemarc AmpliPOWER60	668.16	9	0.2	75.168	592.992
9682	CA-2020-122770	12/13/2020	12/18/2020	Standard Class	EP-13915	Emily Phan	Consumer	United States	San Francisco	California	94122	West	OFF-LA-10004559	Office Supplies	Labels	Avery 49	8.64	3	0	4.2336	4.4064
9683	CA-2020-122770	12/13/2020	12/18/2020	Standard Class	EP-13915	Emily Phan	Consumer	United States	San Francisco	California	94122	West	OFF-PA-10003172	Office Supplies	Paper	Xerox 1996	38.88	6	0	18.6624	20.2176
9684	CA-2020-122770	12/13/2020	12/18/2020	Standard Class	EP-13915	Emily Phan	Consumer	United States	San Francisco	California	94122	West	FUR-FU-10001473	Furniture	Furnishings	"Eldon Executive Woodline II Desk Accessories, Mahogany"	201.04	8	0	54.2808	146.7592
9685	CA-2020-122770	12/13/2020	12/18/2020	Standard Class	EP-13915	Emily Phan	Consumer	United States	San Francisco	California	94122	West	OFF-PA-10000232	Office Supplies	Paper	Xerox 1975	12.96	2	0	6.3504	6.6096
9686	CA-2020-118668	1/2/2020	1/4/2020	Second Class	FW-14395	Fred Wasserman	Corporate	United States	Los Angeles	California	90032	West	TEC-AC-10000682	Technology	Accessories	Kensington K72356US Mouse-in-a-Box USB Desktop Mouse	16.59	1	0	5.8065	10.7835
9687	CA-2020-116498	5/30/2020	6/3/2020	Standard Class	KA-16525	Kelly Andreada	Consumer	United States	San Diego	California	92037	West	OFF-AR-10003405	Office Supplies	Art	"Dixon My First Ticonderoga Pencil, #2"	35.1	6	0	10.179	24.921
9688	US-2020-130603	9/30/2020	10/6/2020	Standard Class	SC-20050	Sample Company A	Home Office	United States	Arlington	Texas	76017	Central	OFF-BI-10000301	Office Supplies	Binders	GBC Instant Report Kit	11.646	9	0.8	-17.469	29.115
9689	US-2020-135986	6/20/2020	6/27/2020	Standard Class	PG-18895	Paul Gonzalez	Consumer	United States	Richmond	Virginia	23223	South	OFF-PA-10001534	Office Supplies	Paper	Xerox 230	32.4	5	0	15.552	16.848
9690	US-2020-135986	6/20/2020	6/27/2020	Standard Class	PG-18895	Paul Gonzalez	Consumer	United States	Richmond	Virginia	23223	South	TEC-PH-10003691	Technology	Phones	BlackBerry Q10	503.96	4	0	125.99	377.97
9691	CA-2020-140536	4/4/2020	4/5/2020	First Class	TA-21385	Tom Ashbrook	Home Office	United States	New York City	New York	10035	East	OFF-AR-10001545	Office Supplies	Art	Newell 326	7.04	4	0	2.0416	4.9984
9692	CA-2018-130183	11/13/2018	11/17/2018	Standard Class	PO-18850	Patrick O'Brill	Consumer	United States	Houston	Texas	77041	Central	FUR-BO-10001811	Furniture	Bookcases	"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors"	613.9992	3	0.32	-18.0588	632.058
9693	CA-2018-107902	8/28/2018	9/2/2018	Standard Class	SM-20950	Suzanne McNair	Corporate	United States	Fairfield	Connecticut	6824	East	OFF-ST-10001837	Office Supplies	Storage	"SAFCO Mobile Desk Side File, Wire Frame"	470.36	11	0	122.2936	348.0664
9694	CA-2020-130148	9/24/2020	9/28/2020	Second Class	NK-18490	Neil Knudson	Home Office	United States	San Francisco	California	94110	West	OFF-PA-10000551	Office Supplies	Paper	Array Memo Cubes	31.08	6	0	15.2292	15.8508
9695	CA-2020-130148	9/24/2020	9/28/2020	Second Class	NK-18490	Neil Knudson	Home Office	United States	San Francisco	California	94110	West	OFF-SU-10001574	Office Supplies	Supplies	Acme Value Line Scissors	7.3	2	0	2.19	5.11
9696	US-2019-151260	12/11/2019	12/14/2019	First Class	SC-20695	Steve Chapman	Corporate	United States	Springfield	Ohio	45503	East	OFF-AP-10002892	Office Supplies	Appliances	Belkin F5C206VTEL 6 Outlet Surge	73.536	4	0.2	9.192	64.344
9697	CA-2017-144281	6/10/2017	6/15/2017	Second Class	HK-14890	Heather Kirkland	Corporate	United States	Detroit	Michigan	48234	Central	OFF-LA-10003930	Office Supplies	Labels	"Dot Matrix Printer Tape Reel Labels, White, 5000/Box"	491.55	5	0	240.8595	250.6905
9698	CA-2019-122511	3/11/2019	3/11/2019	Same Day	BT-11485	Brad Thomas	Home Office	United States	Philadelphia	Pennsylvania	19140	East	FUR-FU-10001037	Furniture	Furnishings	"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7"	30.336	4	0.2	9.48	20.856
9699	CA-2020-154116	12/15/2020	12/19/2020	Standard Class	KM-16660	Khloe Miller	Consumer	United States	Inglewood	California	90301	West	OFF-PA-10004569	Office Supplies	Paper	"Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page"	22.83	3	0	10.7301	12.0999
9700	CA-2020-154116	12/15/2020	12/19/2020	Standard Class	KM-16660	Khloe Miller	Consumer	United States	Inglewood	California	90301	West	OFF-AP-10000027	Office Supplies	Appliances	Hoover Commercial SteamVac	54.32	4	0	16.296	38.024
9701	CA-2020-154116	12/15/2020	12/19/2020	Standard Class	KM-16660	Khloe Miller	Consumer	United States	Inglewood	California	90301	West	TEC-PH-10000675	Technology	Phones	Panasonic KX TS3282B Corded phone	196.776	3	0.2	14.7582	182.0178
9702	CA-2019-105291	10/30/2019	11/4/2019	Standard Class	SP-20920	Susan Pistek	Consumer	United States	San Luis Obispo	California	93405	West	OFF-FA-10003059	Office Supplies	Fasteners	Assorted Color Push Pins	3.62	2	0	1.1946	2.4254
9703	CA-2020-147032	7/31/2020	8/4/2020	Standard Class	LB-16795	Laurel Beltran	Home Office	United States	Wilmington	Delaware	19805	East	OFF-PA-10003256	Office Supplies	Paper	Avery Personal Creations Heavyweight Cards	11.54	1	0	5.5392	6.0008
9704	CA-2020-147032	7/31/2020	8/4/2020	Standard Class	LB-16795	Laurel Beltran	Home Office	United States	Wilmington	Delaware	19805	East	OFF-BI-10003656	Office Supplies	Binders	Fellowes PB200 Plastic Comb Binding Machine	849.95	5	0	390.977	458.973
9705	CA-2020-147032	7/31/2020	8/4/2020	Standard Class	LB-16795	Laurel Beltran	Home Office	United States	Wilmington	Delaware	19805	East	OFF-BI-10002897	Office Supplies	Binders	"Black Avery Memo-Size 3-Ring Binder, 5 1/2"" x 8 1/2"""	11.01	3	0	5.3949	5.6151
9706	CA-2020-125990	10/19/2020	10/23/2020	Standard Class	JS-16030	Joy Smith	Consumer	United States	San Francisco	California	94122	West	OFF-BI-10004826	Office Supplies	Binders	JM Magazine Binder	39.624	3	0.2	13.8684	25.7556
9707	CA-2019-161746	10/21/2019	10/27/2019	Standard Class	CS-11950	Carlos Soltero	Consumer	United States	Los Angeles	California	90045	West	FUR-CH-10004626	Furniture	Chairs	Office Star Flex Back Scooter Chair with Aluminum Finish Frame	242.136	3	0.2	12.1068	230.0292
9708	CA-2019-161746	10/21/2019	10/27/2019	Standard Class	CS-11950	Carlos Soltero	Consumer	United States	Los Angeles	California	90045	West	OFF-AR-10000390	Office Supplies	Art	Newell Chalk Holder	12.39	3	0	5.6994	6.6906
9709	CA-2019-161746	10/21/2019	10/27/2019	Standard Class	CS-11950	Carlos Soltero	Consumer	United States	Los Angeles	California	90045	West	FUR-FU-10003731	Furniture	Furnishings	"Eldon Expressions Wood and Plastic Desk Accessories, Oak"	19.96	2	0	5.5888	14.3712
9710	CA-2019-161746	10/21/2019	10/27/2019	Standard Class	CS-11950	Carlos Soltero	Consumer	United States	Los Angeles	California	90045	West	OFF-ST-10002743	Office Supplies	Storage	SAFCO Boltless Steel Shelving	340.92	3	0	3.4092	337.5108
9711	CA-2017-114251	11/5/2017	11/10/2017	Standard Class	MD-17350	Maribeth Dona	Consumer	United States	Philadelphia	Pennsylvania	19143	East	FUR-FU-10001468	Furniture	Furnishings	Tenex Antistatic Computer Chair Mats	273.568	2	0.2	-34.196	307.764
9712	CA-2017-114251	11/5/2017	11/10/2017	Standard Class	MD-17350	Maribeth Dona	Consumer	United States	Philadelphia	Pennsylvania	19143	East	OFF-BI-10003684	Office Supplies	Binders	Wilson Jones Legal Size Ring Binders	13.194	2	0.7	-8.796	21.99
9713	CA-2017-114251	11/5/2017	11/10/2017	Standard Class	MD-17350	Maribeth Dona	Consumer	United States	Philadelphia	Pennsylvania	19143	East	OFF-ST-10003716	Office Supplies	Storage	Tennsco Double-Tier Lockers	1080.096	6	0.2	-94.5084	1174.6044
9714	CA-2017-114251	11/5/2017	11/10/2017	Standard Class	MD-17350	Maribeth Dona	Consumer	United States	Philadelphia	Pennsylvania	19143	East	TEC-AC-10001101	Technology	Accessories	Sony 16GB Class 10 Micro SDHC R40 Memory Card	51.56	5	0.2	-6.445	58.005
9715	CA-2017-114251	11/5/2017	11/10/2017	Standard Class	MD-17350	Maribeth Dona	Consumer	United States	Philadelphia	Pennsylvania	19143	East	TEC-AC-10004864	Technology	Accessories	Memorex Micro Travel Drive 32 GB	58.416	2	0.2	16.7946	41.6214
9716	CA-2019-116379	11/7/2019	11/12/2019	Standard Class	LD-17005	Lisa DeCherney	Consumer	United States	San Francisco	California	94122	West	OFF-BI-10001543	Office Supplies	Binders	GBC VeloBinder Manual Binding System	57.584	2	0.2	20.1544	37.4296
9717	US-2019-144477	8/12/2019	8/14/2019	Second Class	DB-13270	Deborah Brumfield	Home Office	United States	Philadelphia	Pennsylvania	19134	East	OFF-AR-10000914	Office Supplies	Art	Boston 16765 Mini Stand Up Battery Pencil Sharpener	37.312	4	0.2	2.7984	34.5136
9718	CA-2019-108210	5/30/2019	5/31/2019	Same Day	AT-10735	Annie Thurman	Consumer	United States	Houston	Texas	77041	Central	TEC-PH-10002293	Technology	Phones	Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5	79.96	5	0.2	7.996	71.964
9719	CA-2019-108210	5/30/2019	5/31/2019	Same Day	AT-10735	Annie Thurman	Consumer	United States	Houston	Texas	77041	Central	TEC-AC-10000109	Technology	Accessories	Sony Micro Vault Click 16 GB USB 2.0 Flash Drive	223.96	5	0.2	11.198	212.762
9720	CA-2020-166835	11/12/2020	11/14/2020	Second Class	DK-13375	Dennis Kane	Consumer	United States	Lancaster	Pennsylvania	17602	East	OFF-ST-10002574	Office Supplies	Storage	"SAFCO Commercial Wire Shelving, Black"	221.024	2	0.2	-55.256	276.28
9721	CA-2019-119641	9/22/2019	9/26/2019	Standard Class	CS-12250	Chris Selesnick	Corporate	United States	Green Bay	Wisconsin	54302	Central	FUR-FU-10002445	Furniture	Furnishings	"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7"	18.96	2	0	7.584	11.376
9722	CA-2019-105781	2/16/2019	2/20/2019	Standard Class	JF-15565	Jill Fjeld	Consumer	United States	New York City	New York	10024	East	FUR-CH-10001802	Furniture	Chairs	Hon Every-Day Chair Series Swivel Task Chairs	326.646	3	0.1	39.9234	286.7226
9723	CA-2019-105781	2/16/2019	2/20/2019	Standard Class	JF-15565	Jill Fjeld	Consumer	United States	New York City	New York	10024	East	TEC-AC-10003628	Technology	Accessories	Logitech 910-002974 M325 Wireless Mouse for Web Scrolling	89.97	3	0	39.5868	50.3832
9724	CA-2017-101364	12/22/2017	12/26/2017	Standard Class	TW-21025	Tamara Willingham	Home Office	United States	New York City	New York	10011	East	OFF-BI-10003984	Office Supplies	Binders	Lock-Up Easel 'Spel-Binder'	296.712	13	0.2	100.1403	196.5717
9725	CA-2018-117898	12/5/2018	12/11/2018	Standard Class	TB-21250	Tim Brockman	Consumer	United States	Bloomington	Illinois	61701	Central	OFF-EN-10004459	Office Supplies	Envelopes	Security-Tint Envelopes	12.224	2	0.2	4.4312	7.7928
9726	CA-2020-142293	9/17/2020	9/20/2020	First Class	SC-20380	Shahid Collister	Consumer	United States	Boise	Idaho	83704	West	TEC-AC-10001109	Technology	Accessories	Logitech Trackman Marble Mouse	89.97	3	0	37.7874	52.1826
9727	CA-2020-167395	12/2/2020	12/4/2020	First Class	KM-16720	Kunst Miller	Consumer	United States	Lowell	Massachusetts	1852	East	OFF-AP-10001293	Office Supplies	Appliances	Belkin 8 Outlet Surge Protector	286.86	7	0	80.3208	206.5392
9728	CA-2020-167395	12/2/2020	12/4/2020	First Class	KM-16720	Kunst Miller	Consumer	United States	Lowell	Massachusetts	1852	East	TEC-PH-10004977	Technology	Phones	GE 30524EE4	979.95	5	0	284.1855	695.7645
9729	CA-2020-167395	12/2/2020	12/4/2020	First Class	KM-16720	Kunst Miller	Consumer	United States	Lowell	Massachusetts	1852	East	OFF-SU-10001935	Office Supplies	Supplies	Staple remover	4.36	2	0	0.1744	4.1856
9730	CA-2017-111962	9/29/2017	10/4/2017	Standard Class	EB-14170	Evan Bailliet	Consumer	United States	Seattle	Washington	98115	West	OFF-BI-10001308	Office Supplies	Binders	GBC Standard Plastic Binding Systems' Combs	10.048	2	0.2	3.14	6.908
9731	CA-2017-111962	9/29/2017	10/4/2017	Standard Class	EB-14170	Evan Bailliet	Consumer	United States	Seattle	Washington	98115	West	OFF-ST-10000046	Office Supplies	Storage	Fellowes Super Stor/Drawer Files	807.75	5	0	153.4725	654.2775
9732	CA-2020-124261	11/14/2020	11/19/2020	Standard Class	JE-15715	Joe Elijah	Consumer	United States	Los Angeles	California	90049	West	OFF-AR-10003504	Office Supplies	Art	Newell 347	34.24	8	0	9.9296	24.3104
9733	CA-2017-114321	8/20/2017	8/25/2017	Standard Class	NC-18535	Nick Crebassa	Corporate	United States	Hampton	Virginia	23666	South	FUR-CH-10001797	Furniture	Chairs	"Safco Chair Connectors, 6/Carton"	500.24	13	0	145.0696	355.1704
9734	CA-2017-114321	8/20/2017	8/25/2017	Standard Class	NC-18535	Nick Crebassa	Corporate	United States	Hampton	Virginia	23666	South	OFF-PA-10000246	Office Supplies	Paper	Riverleaf Stik-Withit Designer Note Cubes	20.12	2	0	9.2552	10.8648
9735	CA-2017-114321	8/20/2017	8/25/2017	Standard Class	NC-18535	Nick Crebassa	Corporate	United States	Hampton	Virginia	23666	South	OFF-BI-10001359	Office Supplies	Binders	GBC DocuBind TL300 Electric Binding System	896.99	1	0	421.5853	475.4047
9736	CA-2017-128062	11/19/2017	11/22/2017	Second Class	AD-10180	Alan Dominguez	Home Office	United States	Philadelphia	Pennsylvania	19134	East	OFF-PA-10001583	Office Supplies	Paper	"1/4 Fold Party Design Invitations & White Envelopes, 24 8-1/2"" X 11"" Cards, 25 Env./Pack"	5.88	1	0.2	1.9845	3.8955
9737	US-2018-100069	6/29/2018	7/3/2018	Standard Class	NF-18475	Neil Französisch	Home Office	United States	Omaha	Nebraska	68104	Central	TEC-PH-10004667	Technology	Phones	Cisco 8x8 Inc. 6753i IP Business Phone System	269.98	2	0	72.8946	197.0854
9738	CA-2020-129294	3/16/2020	3/21/2020	Standard Class	KD-16615	Ken Dana	Corporate	United States	Los Angeles	California	90032	West	OFF-ST-10002615	Office Supplies	Storage	"Dual Level, Single-Width Filing Carts"	310.12	2	0	80.6312	229.4888
9739	CA-2020-129294	3/16/2020	3/21/2020	Standard Class	KD-16615	Ken Dana	Corporate	United States	Los Angeles	California	90032	West	OFF-BI-10004236	Office Supplies	Binders	"XtraLife ClearVue Slant-D Ring Binder, White, 3"""	70.464	6	0.2	22.9008	47.5632
9740	CA-2020-129294	3/16/2020	3/21/2020	Standard Class	KD-16615	Ken Dana	Corporate	United States	Los Angeles	California	90032	West	OFF-BI-10001757	Office Supplies	Binders	Pressboard Hanging Data Binders for Unburst Sheets	19.68	5	0.2	6.888	12.792
9741	CA-2020-129294	3/16/2020	3/21/2020	Standard Class	KD-16615	Ken Dana	Corporate	United States	Los Angeles	California	90032	West	OFF-AP-10001154	Office Supplies	Appliances	Bionaire Personal Warm Mist Humidifier/Vaporizer	140.67	3	0	54.8613	85.8087
9742	CA-2018-117086	11/8/2018	11/12/2018	Standard Class	QJ-19255	Quincy Jones	Corporate	United States	Burlington	Vermont		East	FUR-BO-10004834	Furniture	Bookcases	"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish"	4404.9	5	0	1013.127	3391.773
9743	CA-2020-131303	11/28/2020	12/2/2020	Standard Class	EP-13915	Emily Phan	Consumer	United States	San Diego	California	92037	West	OFF-LA-10001074	Office Supplies	Labels	Round Specialty Laser Printer Labels	62.65	5	0	29.4455	33.2045
9744	CA-2019-137127	6/16/2019	6/22/2019	Standard Class	JJ-15445	Jennifer Jackson	Consumer	United States	Newark	Delaware	19711	East	OFF-LA-10001641	Office Supplies	Labels	Avery 518	9.45	3	0	4.536	4.914
9745	CA-2020-141782	1/21/2020	1/25/2020	Standard Class	BE-11410	Bobby Elias	Consumer	United States	Aurora	Illinois	60505	Central	OFF-EN-10002230	Office Supplies	Envelopes	Airmail Envelopes	268.576	4	0.2	90.6444	177.9316
9746	CA-2020-137505	11/24/2020	11/24/2020	Same Day	BP-11290	Beth Paige	Consumer	United States	Los Angeles	California	90008	West	FUR-TA-10000617	Furniture	Tables	"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal"	364.08	2	0.2	9.102	354.978
9747	CA-2020-137505	11/24/2020	11/24/2020	Same Day	BP-11290	Beth Paige	Consumer	United States	Los Angeles	California	90008	West	FUR-TA-10001676	Furniture	Tables	Hon 61000 Series Interactive Training Tables	71.088	2	0.2	-1.7772	72.8652
9748	US-2017-140914	11/11/2017	11/15/2017	Standard Class	BH-11710	Brosina Hoffman	Consumer	United States	Chicago	Illinois	60653	Central	FUR-FU-10000175	Furniture	Furnishings	DAX Wood Document Frame	10.984	2	0.6	-7.9634	18.9474
9749	US-2017-140914	11/11/2017	11/15/2017	Standard Class	BH-11710	Brosina Hoffman	Consumer	United States	Chicago	Illinois	60653	Central	FUR-CH-10003379	Furniture	Chairs	Global Commerce Series High-Back Swivel/Tilt Chairs	797.944	4	0.3	-56.996	854.94
9750	CA-2019-158358	3/4/2019	3/8/2019	Standard Class	EM-13810	Eleni McCrary	Corporate	United States	Dover	New Hampshire	3820	East	TEC-AC-10002567	Technology	Accessories	Logitech G602 Wireless Gaming Mouse	159.98	2	0	57.5928	102.3872
9751	CA-2019-113390	10/11/2019	10/15/2019	Standard Class	EP-13915	Emily Phan	Consumer	United States	Chicago	Illinois	60610	Central	OFF-AR-10003183	Office Supplies	Art	Avery Fluorescent Highlighter Four-Color Set	5.344	2	0.2	0.668	4.676
9752	CA-2019-113390	10/11/2019	10/15/2019	Standard Class	EP-13915	Emily Phan	Consumer	United States	Chicago	Illinois	60610	Central	OFF-AR-10001446	Office Supplies	Art	Newell 309	27.72	3	0.2	3.465	24.255
9753	US-2019-158680	7/1/2019	7/2/2019	First Class	NZ-18565	Nick Zandusky	Home Office	United States	Seattle	Washington	98115	West	OFF-BI-10000145	Office Supplies	Binders	Zipper Ring Binder Pockets	2.496	1	0.2	0.9048	1.5912
9754	CA-2020-113705	3/27/2020	3/29/2020	Second Class	LC-16870	Lena Cacioppo	Consumer	United States	Richmond	Virginia	23223	South	OFF-LA-10000476	Office Supplies	Labels	"Avery 05222 Permanent Self-Adhesive File Folder Labels for Typewriters, on Rolls, White, 250/Roll"	8.26	2	0	3.7996	4.4604
9755	CA-2020-113705	3/27/2020	3/29/2020	Second Class	LC-16870	Lena Cacioppo	Consumer	United States	Richmond	Virginia	23223	South	OFF-BI-10001679	Office Supplies	Binders	GBC Instant Index System for Binding Systems	17.76	2	0	8.88	8.88
9756	CA-2020-113705	3/27/2020	3/29/2020	Second Class	LC-16870	Lena Cacioppo	Consumer	United States	Richmond	Virginia	23223	South	OFF-ST-10001128	Office Supplies	Storage	"Carina Mini System Audio Rack, Model AR050B"	332.94	3	0	9.9882	322.9518
9757	CA-2020-113705	3/27/2020	3/29/2020	Second Class	LC-16870	Lena Cacioppo	Consumer	United States	Richmond	Virginia	23223	South	FUR-TA-10002533	Furniture	Tables	BPI Conference Tables	292.1	2	0	58.42	233.68
9758	CA-2020-113705	3/27/2020	3/29/2020	Second Class	LC-16870	Lena Cacioppo	Consumer	United States	Richmond	Virginia	23223	South	TEC-PH-10004006	Technology	Phones	Panasonic KX - TS880B Telephone	206.1	5	0	55.647	150.453
9759	CA-2020-113705	3/27/2020	3/29/2020	Second Class	LC-16870	Lena Cacioppo	Consumer	United States	Richmond	Virginia	23223	South	OFF-PA-10002615	Office Supplies	Paper	"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled"	17.64	4	0	8.1144	9.5256
9760	CA-2019-146913	10/31/2019	11/5/2019	Standard Class	SF-20965	Sylvia Foulston	Corporate	United States	San Francisco	California	94109	West	FUR-CH-10001854	Furniture	Chairs	Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat	1403.92	5	0.2	70.196	1333.724
9761	CA-2020-159135	11/4/2020	11/8/2020	Standard Class	KM-16375	Katherine Murray	Home Office	United States	Springdale	Arkansas	72762	South	OFF-AR-10000657	Office Supplies	Art	"Binney & Smith inkTank Desk Highlighter, Chisel Tip, Yellow, 12/Box"	4.3	2	0	1.419	2.881
9762	CA-2017-121762	2/14/2017	2/18/2017	Standard Class	ML-17395	Marina Lichtenstein	Corporate	United States	Seattle	Washington	98103	West	TEC-AC-10000736	Technology	Accessories	Logitech G600 MMO Gaming Mouse	239.97	3	0	86.3892	153.5808
9763	CA-2017-121762	2/14/2017	2/18/2017	Standard Class	ML-17395	Marina Lichtenstein	Corporate	United States	Seattle	Washington	98103	West	OFF-AP-10001293	Office Supplies	Appliances	Belkin 8 Outlet Surge Protector	81.96	2	0	22.9488	59.0112
9764	CA-2017-121762	2/14/2017	2/18/2017	Standard Class	ML-17395	Marina Lichtenstein	Corporate	United States	Seattle	Washington	98103	West	OFF-SU-10000157	Office Supplies	Supplies	Compact Automatic Electric Letter Opener	238.62	2	0	4.7724	233.8476
9765	CA-2017-123855	6/18/2017	6/23/2017	Standard Class	MC-18100	Mick Crebagga	Consumer	United States	Los Angeles	California	90036	West	TEC-PH-10000215	Technology	Phones	Plantronics Cordless Phone Headset with In-line Volume - M214C	139.8	5	0.2	12.2325	127.5675
9766	CA-2020-101959	2/28/2020	3/6/2020	Standard Class	DB-13660	Duane Benoit	Consumer	United States	Middletown	Connecticut	6457	East	OFF-BI-10001757	Office Supplies	Binders	Pressboard Hanging Data Binders for Unburst Sheets	9.84	2	0	4.7232	5.1168
9767	CA-2020-101959	2/28/2020	3/6/2020	Standard Class	DB-13660	Duane Benoit	Consumer	United States	Middletown	Connecticut	6457	East	OFF-PA-10002137	Office Supplies	Paper	"Southworth 100% Résumé Paper, 24lb."	7.78	1	0	3.501	4.279
9768	CA-2020-102659	12/9/2020	12/15/2020	Standard Class	LW-17215	Luke Weiss	Consumer	United States	Grand Rapids	Michigan	49505	Central	OFF-BI-10000088	Office Supplies	Binders	GBC Imprintable Covers	54.9	5	0	26.901	27.999
9769	CA-2020-142328	12/7/2020	12/14/2020	Standard Class	TC-21535	Tracy Collins	Home Office	United States	San Francisco	California	94122	West	OFF-PA-10000380	Office Supplies	Paper	"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages"	50.04	6	0	25.02	25.02
9770	CA-2019-123533	11/24/2019	11/30/2019	Standard Class	SC-20050	Sample Company A	Home Office	United States	Hialeah	Florida	33012	South	FUR-BO-10001619	Furniture	Bookcases	O'Sullivan Cherrywood Estates Traditional Bookcase	339.92	5	0.2	8.498	331.422
9771	CA-2019-123533	11/24/2019	11/30/2019	Standard Class	SC-20050	Sample Company A	Home Office	United States	Hialeah	Florida	33012	South	OFF-PA-10001609	Office Supplies	Paper	Tops Wirebound Message Log Books	10.528	4	0.2	3.4216	7.1064
9772	CA-2019-123533	11/24/2019	11/30/2019	Standard Class	SC-20050	Sample Company A	Home Office	United States	Hialeah	Florida	33012	South	OFF-AP-10002765	Office Supplies	Appliances	Fellowes Advanced Computer Series Surge Protectors	42.384	2	0.2	4.2384	38.1456
9773	CA-2019-104983	7/3/2019	7/3/2019	Same Day	FM-14215	Filia McAdams	Corporate	United States	Philadelphia	Pennsylvania	19143	East	OFF-PA-10000167	Office Supplies	Paper	Xerox 1925	123.92	5	0.2	38.725	85.195
